src_country,dst_country,n,min_ms,p50_ms,p90_ms,p95_ms,max_ms,mean_ms,average_ms
HR,LV,2,36.973,36.973,37.015,37.015,37.015,36.994,36.994
HR,MD,4,-1.000,30.140,43.185,43.185,43.185,17.831,24.108
HR,MK,4,-1.000,14.309,33.761,33.761,33.761,15.319,20.759
HR,MN,2,210.572,210.572,252.169,252.169,252.169,231.370,231.370
HR,MU,4,-1.000,230.258,242.530,242.530,242.530,174.157,232.543
HR,MV,2,196.361,196.361,206.562,206.562,206.562,201.462,201.462
HR,MX,13,-1.000,158.948,201.949,201.949,205.962,130.551,141.514
HR,MY,8,-1.000,184.758,192.311,200.312,200.312,157.777,180.459
HR,MZ,2,160.787,160.787,187.581,187.581,187.581,174.184,174.184
HR,NC,2,317.768,317.768,322.881,322.881,322.881,320.324,320.324
HR,NG,5,-1.000,134.707,177.844,177.844,177.844,115.070,144.087
HR,NL,124,-1.000,29.950,40.951,44.780,131.761,30.359,30.614
HR,NO,16,-1.000,53.351,63.986,63.986,69.282,43.519,46.487
HR,NP,6,-1.000,224.596,304.456,341.203,341.203,187.123,224.748
HR,NZ,13,-1.000,296.541,325.916,325.916,333.094,253.259,274.447
HR,PA,2,182.991,182.991,183.828,183.828,183.828,183.410,183.410
HR,PE,6,-1.000,190.076,224.790,231.696,231.696,171.698,206.238
HR,PG,1,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
HR,PH,16,-1.000,259.776,277.126,277.126,280.178,219.923,234.651
HR,PK,4,-1.000,159.114,160.930,160.930,160.930,79.511,106.348
HR,PL,29,-1.000,25.475,40.870,41.239,42.463,22.429,23.266
HR,PT,12,-1.000,40.369,62.809,62.809,73.069,31.229,34.159
HR,PW,2,295.169,295.169,308.744,308.744,308.744,301.956,301.956
HR,PY,2,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
HR,RO,19,-1.000,46.988,61.831,62.600,71.408,32.983,34.871
HR,RS,8,-1.000,8.816,16.400,25.040,25.040,8.858,10.266
HR,RU,42,-1.000,49.722,109.687,155.977,165.656,52.022,53.315
HR,SA,5,99.053,100.461,121.467,121.467,121.467,104.616,104.616
HR,SE,34,-1.000,49.492,59.855,60.045,61.699,48.830,50.340
HR,SG,51,-1.000,177.023,272.961,326.662,347.774,185.752,189.487
HR,SI,8,-1.000,3.138,3.306,3.335,3.335,2.105,2.549
HR,SK,4,8.579,18.945,20.634,20.634,20.634,14.933,14.933
HR,SL,1,130.952,130.952,130.952,130.952,130.952,130.952,130.952
HR,SV,5,158.178,166.521,174.928,174.928,174.928,165.952,165.952
HR,SX,2,148.654,148.654,172.886,172.886,172.886,160.770,160.770
HR,TH,4,-1.000,185.579,198.772,198.772,198.772,139.760,186.680
HR,TJ,4,-1.000,122.198,144.059,144.059,144.059,66.064,88.419
HR,TR,24,-1.000,40.288,56.271,67.128,67.729,29.631,30.963
HR,TT,2,-1.000,-1.000,178.767,178.767,178.767,88.883,178.766
HR,TV,2,326.492,326.492,376.019,376.019,376.019,351.255,351.255
HR,TW,26,-1.000,251.203,291.693,312.591,317.354,222.248,231.178
HR,TZ,2,165.200,165.200,194.385,194.385,194.385,179.792,179.792
HR,UA,21,-1.000,35.731,59.894,68.954,82.226,37.627,39.558
HR,UG,1,196.587,196.587,196.587,196.587,196.587,196.587,196.587
HR,US,332,-1.000,120.274,167.217,176.102,280.934,104.907,105.873
HR,UY,4,237.214,237.981,241.023,241.023,241.023,238.432,238.432
HR,UZ,2,-1.000,-1.000,110.995,110.995,110.995,54.997,110.994
HR,VE,19,-1.000,170.054,183.416,183.835,202.916,136.908,144.570
HR,VN,6,-1.000,-1.000,223.313,366.666,366.666,131.508,396.524
HR,ZA,31,-1.000,195.481,220.178,243.898,398.500,192.876,199.339
HU,AE,18,-1.000,132.599,219.190,285.189,291.055,122.447,129.709
HU,AF,2,138.103,138.103,207.360,207.360,207.360,172.732,172.732
HU,AL,1,26.338,26.338,26.338,26.338,26.338,26.338,26.338
HU,AM,2,48.337,48.337,70.730,70.730,70.730,59.534,59.534
HU,AO,2,154.235,154.235,168.849,168.849,168.849,161.542,161.542
HU,AR,14,-1.000,236.680,251.889,251.889,271.969,207.768,223.827
HU,AT,52,-1.000,5.957,14.686,19.614,20.762,8.322,8.505
HU,AU,44,-1.000,280.776,333.556,351.762,378.612,274.268,280.670
HU,AZ,2,81.930,81.930,86.527,86.527,86.527,84.228,84.228
HU,BA,1,12.392,12.392,12.392,12.392,12.392,12.392,12.392
HU,BD,2,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
HU,BE,14,23.093,26.734,30.405,30.405,38.278,27.906,27.906
HU,BF,2,-1.000,-1.000,128.582,128.582,128.582,63.791,128.582
HU,BG,19,-1.000,13.447,36.153,37.684,37.788,17.156,18.165
HU,BH,2,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
HU,BO,2,210.447,210.447,233.304,233.304,233.304,221.876,221.876
HU,BR,32,-1.000,210.137,229.452,236.560,252.261,169.433,174.931
HU,BY,2,22.245,22.245,28.474,28.474,28.474,25.359,25.359
HU,CA,41,-1.000,112.270,149.608,151.256,162.220,109.246,112.002
HU,CH,66,-1.000,20.282,29.128,34.298,46.255,20.327,20.655
HU,CL,16,-1.000,226.253,243.122,243.122,247.357,212.016,226.217
HU,CM,2,138.743,138.743,143.730,143.730,143.730,141.237,141.237
HU,CN,8,-1.000,232.805,317.617,327.433,327.433,210.100,240.257
HU,CO,12,-1.000,169.638,177.209,177.209,180.328,143.289,156.406
HU,CR,6,170.438,175.932,180.579,181.209,181.209,177.037,177.037
HU,CZ,33,-1.000,9.675,20.300,21.142,99.479,13.588,14.044
HU,DE,225,-1.000,17.476,25.443,29.546,159.319,18.434,18.608
HU,DJ,4,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
HU,DK,14,-1.000,29.577,33.571,33.571,33.962,28.059,30.294
HU,DO,8,148.377,156.018,160.230,160.304,160.304,154.475,154.475
HU,EC,8,-1.000,194.352,198.143,205.134,205.134,166.559,190.496
HU,EE,8,28.680,33.587,44.891,45.922,45.922,36.047,36.047
HU,ES,28,-1.000,43.306,49.283,51.988,56.239,36.411,37.797
HU,FI,29,29.268,38.865,50.076,53.395,53.529,40.193,40.193
HU,FM,2,292.783,292.783,293.804,293.804,293.804,293.293,293.293
HU,FR,88,-1.000,25.546,34.401,37.563,47.167,25.477,25.781
HU,GB,74,-1.000,30.155,39.963,46.519,99.905,28.833,29.242
HU,GE,6,-1.000,-1.000,63.783,67.700,67.700,21.247,65.741
HU,GH,1,123.781,123.781,123.781,123.781,123.781,123.781,123.781
HU,GR,12,-1.000,30.132,55.473,55.473,55.782,31.248,34.180
HU,GT,4,149.878,152.205,157.113,157.113,157.113,152.556,152.556
HU,HK,4,185.671,196.587,198.104,198.104,198.104,192.676,192.676
HU,HN,2,153.798,153.798,160.642,160.642,160.642,157.220,157.220
HU,HR,2,5.757,5.757,11.014,11.014,11.014,8.385,8.385
HU,HU,6,-1.000,0.693,2.171,4.260,4.260,1.027,1.432
HU,ID,27,-1.000,169.014,186.792,210.145,273.211,121.679,126.397
HU,IE,4,34.802,35.765,39.051,39.051,39.051,36.164,36.164
HU,IL,4,-1.000,67.082,70.918,70.918,70.918,34.000,45.667
HU,IM,2,40.646,40.646,40.657,40.657,40.657,40.651,40.651
HU,IN,18,-1.000,231.745,280.737,307.645,323.841,197.647,209.332
HU,IQ,2,78.119,78.119,84.037,84.037,84.037,81.078,81.078
HU,IR,17,-1.000,-1.000,90.883,91.835,92.436,30.423,105.838
HU,IS,2,57.292,57.292,57.308,57.308,57.308,57.300,57.300
HU,IT,49,-1.000,25.487,39.778,45.864,131.649,28.604,29.221
HU,JP,36,-1.000,261.392,311.474,319.819,355.407,227.456,233.983
HU,KE,6,140.653,149.310,200.928,225.076,225.076,170.179,170.179
HU,KG,2,76.162,76.162,99.084,99.084,99.084,87.623,87.623
HU,KR,8,-1.000,301.497,302.753,370.341,370.341,265.890,304.017
HU,KZ,42,-1.000,93.175,113.523,118.505,123.834,91.166,93.414
HU,LB,2,102.714,102.714,174.741,174.741,174.741,138.727,138.727
HU,LK,5,147.510,162.513,201.150,201.150,201.150,170.029,170.029
HU,LT,7,20.855,23.147,24.617,33.695,33.695,24.233,24.233
HU,LU,20,-1.000,20.357,23.892,24.567,285.450,32.761,34.538
HU,LV,2,26.679,26.679,26.965,26.965,26.965,26.822,26.822
HU,MD,2,19.147,19.147,19.384,19.384,19.384,19.265,19.265
HU,MK,4,-1.000,16.851,39.689,39.689,39.689,18.057,24.409
HU,MN,2,111.147,111.147,303.842,303.842,303.842,207.495,207.495
HU,MU,4,-1.000,240.496,255.178,255.178,255.178,179.583,239.777
HU,MV,2,197.365,197.365,199.998,199.998,199.998,198.682,198.682
HU,MX,11,-1.000,156.404,191.803,195.749,195.749,149.936,165.030
HU,MY,8,-1.000,248.635,268.377,269.679,269.679,196.371,224.567
HU,MZ,2,178.257,178.257,182.118,182.118,182.118,180.188,180.188
HU,NC,2,311.522,311.522,329.201,329.201,329.201,320.361,320.361
HU,NG,5,-1.000,131.141,235.995,235.995,235.995,127.516,159.645
HU,NL,122,-1.000,22.686,26.350,32.913,127.986,24.442,24.652
HU,NO,12,-1.000,38.356,48.672,48.672,54.058,36.556,39.970
HU,NP,6,-1.000,220.667,240.060,254.935,254.935,155.976,187.371
HU,NZ,13,-1.000,291.623,312.333,312.333,357.446,252.927,274.088
HU,PA,2,167.262,167.262,177.564,177.564,177.564,172.413,172.413
HU,PE,6,-1.000,185.889,194.235,208.004,208.004,159.443,191.532
HU,PG,1,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
HU,PH,14,188.903,258.821,289.938,289.938,334.376,251.316,251.316
HU,PK,2,143.826,143.826,144.254,144.254,144.254,144.040,144.040
HU,PL,25,-1.000,22.198,34.934,35.271,36.356,21.049,21.968
HU,PT,8,-1.000,51.588,55.377,57.661,57.661,38.318,43.935
HU,PW,2,287.576,287.576,287.670,287.670,287.670,287.623,287.623
HU,PY,2,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
HU,RO,19,-1.000,17.117,42.496,42.664,49.061,17.661,18.698
HU,RS,6,-1.000,13.544,13.743,14.091,14.091,10.094,12.313
HU,RU,37,-1.000,37.165,95.414,125.196,160.255,45.813,47.113
HU,SA,5,88.631,89.858,101.411,101.411,101.411,93.415,93.415
HU,SE,34,-1.000,36.524,45.628,46.042,49.687,34.253,35.321
HU,SG,49,-1.000,178.267,260.008,270.707,336.127,188.321,192.265
HU,SI,6,9.551,10.938,12.536,19.425,19.425,12.484,12.484
HU,SK,4,3.785,14.557,30.082,30.082,30.082,14.048,14.048
HU,SL,1,136.322,136.322,136.322,136.322,136.322,136.322,136.322
HU,SV,5,152.851,157.784,165.889,165.889,165.889,159.502,159.502
HU,TH,4,-1.000,181.290,187.736,187.736,187.736,136.675,182.567
HU,TJ,3,-1.000,100.540,146.120,146.120,146.120,81.887,123.331
HU,TR,19,-1.000,41.311,68.986,78.780,81.875,41.774,44.150
HU,TT,2,-1.000,-1.000,170.354,170.354,170.354,84.677,170.354
HU,TV,2,330.695,330.695,368.555,368.555,368.555,349.625,349.625
HU,TW,26,-1.000,252.064,280.235,303.798,304.042,218.794,227.586
HU,TZ,2,171.057,171.057,186.814,186.814,186.814,178.935,178.935
HU,UA,19,-1.000,24.968,37.164,46.177,46.276,25.377,26.842
HU,UG,1,206.177,206.177,206.177,206.177,206.177,206.177,206.177
HU,US,290,-1.000,120.412,161.958,171.959,291.548,114.194,115.398
HU,UY,4,175.682,255.226,256.744,256.744,256.744,215.984,215.984
HU,UZ,2,-1.000,-1.000,72.111,72.111,72.111,35.555,72.110
HU,VE,19,-1.000,163.259,185.975,186.464,187.238,134.356,141.876
HU,VN,6,-1.000,-1.000,222.212,271.806,271.806,118.407,357.221
HU,ZA,31,-1.000,190.522,243.261,247.267,401.969,191.910,198.340
ID,AE,221,-1.000,90.948,178.989,197.693,415.382,82.634,83.398
ID,AF,25,-1.000,130.937,224.364,270.501,281.302,129.786,135.235
ID,AL,13,-1.000,174.252,239.943,239.943,269.767,178.359,193.306
ID,AM,25,-1.000,231.655,240.537,242.902,259.432,185.408,193.175
ID,AO,25,-1.000,283.931,386.777,416.291,426.357,261.983,272.941
ID,AR,174,-1.000,371.002,408.776,416.544,457.767,282.289,285.583
ID,AT,664,-1.000,175.000,218.252,246.141,663.339,147.763,149.348
ID,AU,647,-1.000,105.881,218.290,290.878,468.214,97.210,98.129
ID,AZ,24,-1.000,242.990,280.651,306.524,323.748,228.197,238.162
ID,BA,30,-1.000,190.085,285.364,302.865,305.790,143.952,148.950
ID,BD,25,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
ID,BE,174,-1.000,172.470,193.938,213.234,278.179,141.183,142.836
ID,BF,25,-1.000,-1.000,276.192,278.669,290.738,96.043,345.582
ID,BG,247,-1.000,182.163,210.910,234.015,284.210,140.851,142.009
ID,BH,23,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
ID,BO,24,-1.000,358.160,370.247,388.024,478.707,316.929,330.752
ID,BR,415,-1.000,343.240,381.209,396.799,458.361,245.802,248.204
ID,BY,25,-1.000,196.835,223.579,229.506,249.641,178.523,186.003
ID,CA,559,-1.000,216.192,262.436,268.570,350.683,157.464,159.183
ID,CH,875,-1.000,164.588,197.985,223.461,293.303,123.397,124.690
ID,CL,199,-1.000,360.342,385.090,393.587,454.461,286.217,289.133
ID,CM,25,-1.000,298.215,361.640,362.721,377.798,250.148,260.613
ID,CN,100,-1.000,50.085,63.243,90.514,210.808,44.412,44.871
ID,CO,147,-1.000,306.289,336.012,349.079,426.246,226.501,228.059
ID,CR,75,-1.000,297.083,329.084,340.686,366.455,258.877,262.389
ID,CZ,409,-1.000,175.804,229.087,263.738,387.005,151.886,153.396
ID,DE,3031,-1.000,171.446,217.642,247.275,339.240,132.294,133.626
ID,DJ,50,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
ID,DK,192,-1.000,181.527,230.160,261.145,345.156,134.500,135.926
ID,DO,100,-1.000,277.087,305.633,320.819,346.540,230.743,233.084
ID,EC,99,-1.000,319.382,336.526,344.898,498.150,241.725,244.202
ID,EE,99,-1.000,193.561,230.678,274.335,305.802,171.254,173.012
ID,ES,345,-1.000,168.884,221.088,253.281,285.702,125.306,126.414
ID,FI,362,-1.000,196.188,269.758,283.878,382.212,174.907,176.872
ID,FM,25,-1.000,222.886,302.651,310.154,314.291,182.836,190.496
ID,FR,1199,-1.000,165.460,211.774,247.233,337.590,126.073,127.358
ID,GB,1018,-1.000,171.490,221.916,250.903,466.585,118.277,119.460
ID,GE,71,-1.000,-1.000,248.524,313.428,328.389,71.657,244.650
ID,GH,22,-1.000,256.590,434.397,436.504,508.082,210.063,220.114
ID,GR,164,-1.000,184.822,221.938,276.426,402.121,128.142,129.736
ID,GT,50,-1.000,287.860,303.294,309.004,324.437,243.469,248.458
ID,HK,65,-1.000,45.101,64.238,71.477,213.573,36.517,37.103
ID,HN,25,-1.000,286.968,310.236,324.090,370.769,247.151,257.491
ID,HR,25,-1.000,175.687,218.507,218.860,267.663,149.890,156.177
ID,HU,94,-1.000,-1.000,190.948,201.410,266.161,87.461,295.976
ID,ID,370,-1.000,0.894,25.470,36.831,86.856,7.869,7.966
ID,IE,50,-1.000,180.168,203.035,251.301,264.532,152.760,155.898
ID,IL,46,-1.000,-1.000,238.936,250.657,295.553,102.342,338.552
ID,IM,25,-1.000,200.858,244.519,248.109,280.916,168.639,175.707
ID,IN,239,-1.000,77.999,117.455,202.405,355.841,68.492,69.078
ID,IQ,25,-1.000,232.300,314.396,324.526,325.022,209.532,218.304
ID,IR,227,-1.000,-1.000,256.695,311.468,347.536,82.026,276.160
ID,IS,25,-1.000,208.398,256.384,269.006,301.775,152.948,159.363
ID,IT,648,-1.000,166.310,234.642,260.830,644.757,132.830,134.081
ID,JP,478,-1.000,88.688,127.443,189.263,337.405,76.365,77.183
ID,KE,74,-1.000,228.597,335.000,340.410,352.798,198.536,201.269
ID,KG,25,-1.000,247.845,268.510,268.850,274.788,207.899,216.603
ID,KH,17,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
ID,KR,99,-1.000,104.376,279.003,323.095,464.240,114.002,115.175
ID,KZ,524,-1.000,248.290,277.861,296.059,418.024,209.211,211.236
ID,LB,24,-1.000,298.710,359.433,364.518,378.343,256.938,268.153
ID,LK,60,-1.000,89.315,231.482,257.458,312.892,111.602,113.511
ID,LT,88,-1.000,194.322,228.778,279.153,319.597,179.262,181.334
ID,LU,249,-1.000,171.010,209.413,237.827,268.445,144.733,145.913
ID,LV,25,-1.000,193.428,252.715,276.940,278.384,164.270,171.156
ID,MD,44,-1.000,179.794,224.659,239.004,291.669,105.781,108.264
ID,MK,50,-1.000,175.811,215.590,233.741,285.063,109.947,112.211
ID,MN,25,-1.000,115.594,246.529,255.240,278.308,129.339,134.770
ID,MU,50,-1.000,174.002,385.359,397.634,420.123,182.583,186.330
ID,MV,25,-1.000,63.554,73.497,78.278,303.498,63.760,66.458
ID,MX,152,-1.000,236.554,285.560,297.929,328.014,169.580,171.854
ID,MY,100,-1.000,20.856,35.648,55.581,183.758,23.997,24.249
ID,MZ,25,-1.000,196.829,334.187,341.777,354.256,190.765,198.755
ID,NC,25,-1.000,127.205,143.483,170.565,200.653,109.076,113.662
ID,NG,60,-1.000,272.953,365.003,378.932,416.637,218.576,222.298
ID,NL,1531,-1.000,173.537,211.663,254.485,313.157,147.239,148.706
ID,NO,184,-1.000,189.780,244.942,268.450,291.312,144.250,145.846
ID,NP,74,-1.000,77.249,115.562,119.545,128.735,56.400,57.186
ID,NZ,163,-1.000,135.461,199.777,224.988,299.025,107.456,108.803
ID,PA,25,-1.000,298.744,325.292,337.881,347.556,244.782,255.023
ID,PE,74,-1.000,324.421,371.976,380.865,479.891,248.879,252.302
ID,PG,13,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
ID,PH,189,-1.000,68.124,174.021,368.764,428.478,84.423,85.337
ID,PK,43,-1.000,102.604,203.360,215.780,303.528,81.144,83.100
ID,PL,345,-1.000,184.142,230.073,268.076,374.505,132.683,133.856
ID,PT,131,-1.000,170.101,226.587,277.628,367.442,110.038,110.892
ID,PW,25,-1.000,135.448,159.891,166.183,216.730,121.464,126.567
ID,PY,23,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
ID,RO,237,-1.000,183.553,232.030,277.801,342.435,117.332,118.339
ID,RS,94,-1.000,172.129,215.230,263.713,324.848,108.864,110.045
ID,RU,493,-1.000,194.113,258.440,283.083,332.626,143.743,145.226
ID,SA,63,-1.000,238.819,320.030,330.891,341.908,212.375,215.817
ID,SE,424,-1.000,188.125,251.851,272.073,478.639,165.728,167.316
ID,SG,613,-1.000,15.355,73.252,201.935,593.789,40.569,40.980
ID,SI,94,-1.000,171.155,203.048,264.584,289.671,128.141,129.530
ID,SK,49,-1.000,173.886,198.102,218.332,274.306,150.790,153.952
ID,SL,13,-1.000,263.572,331.601,331.601,336.428,258.757,280.403
ID,SV,60,-1.000,294.824,323.038,334.631,379.316,271.884,276.509
ID,SX,15,-1.000,276.028,294.820,294.820,297.334,240.444,257.690
ID,TH,50,-1.000,41.044,68.147,80.683,107.834,32.877,33.568
ID,TJ,40,-1.000,206.927,294.322,305.620,369.907,147.616,151.427
ID,TR,273,-1.000,191.183,242.885,284.837,311.846,136.656,138.186
ID,TT,25,-1.000,292.904,325.432,330.342,361.357,187.547,195.403
ID,TV,24,-1.000,173.037,195.779,200.407,233.894,156.228,163.064
ID,TW,320,-1.000,91.373,123.695,128.963,248.828,75.839,76.566
ID,TZ,25,-1.000,332.520,404.284,418.494,459.677,275.822,287.356
ID,UA,258,-1.000,194.488,220.992,235.659,299.618,158.831,160.711
ID,UG,13,-1.000,234.882,364.385,364.385,411.331,255.033,276.369
ID,US,3933,-1.000,203.949,259.550,270.803,495.253,152.878,154.419
ID,UY,50,-1.000,371.399,402.890,415.177,483.258,308.763,315.085
ID,UZ,25,-1.000,-1.000,198.835,205.344,216.419,67.356,243.129
ID,VE,231,-1.000,292.390,327.064,347.089,385.159,211.448,213.303
ID,VN,75,-1.000,-1.000,82.019,88.803,217.941,32.100,106.935
ID,ZA,387,-1.000,252.167,362.063,395.225,467.281,214.217,216.465
IE,AE,36,-1.000,128.664,186.469,189.502,211.362,108.230,111.351
IE,AF,4,132.894,156.620,212.679,212.679,212.679,163.810,163.810
IE,AL,2,46.220,46.220,49.660,49.660,49.660,47.940,47.940
IE,AM,4,79.952,88.438,90.239,90.239,90.239,85.051,85.051
IE,AO,4,135.561,149.407,162.270,162.270,162.270,147.227,147.227
IE,AR,28,-1.000,224.805,243.403,260.143,263.522,197.031,204.365
IE,AT,108,-1.000,35.791,41.916,46.057,66.560,34.021,34.348
IE,AU,112,-1.000,266.382,319.148,332.868,371.091,221.999,224.008
IE,AZ,4,86.704,88.712,96.783,96.783,96.783,90.032,90.032
IE,BA,6,-1.000,43.707,57.868,62.067,62.067,36.458,43.950
IE,BD,4,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
IE,BE,28,-1.000,20.620,24.396,26.669,27.363,20.368,21.159
IE,BF,4,-1.000,121.362,134.644,134.644,134.644,63.501,85.001
IE,BG,40,-1.000,48.386,53.408,54.586,62.237,41.451,42.539
IE,BH,4,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
IE,BO,4,205.583,215.176,215.775,215.775,215.775,210.934,210.934
IE,BR,68,-1.000,188.731,209.372,220.210,240.968,156.147,158.492
IE,BY,4,48.437,52.652,68.868,68.868,68.868,55.641,55.641
IE,CA,94,-1.000,85.487,125.837,129.367,145.306,75.623,76.447
IE,CH,146,-1.000,29.758,35.708,38.111,73.821,25.980,26.166
IE,CL,32,-1.000,206.638,243.964,244.081,256.279,195.322,201.655
IE,CM,4,132.741,152.680,212.073,212.073,212.073,157.613,157.613
IE,CN,16,-1.000,196.580,219.670,219.670,232.818,173.826,185.481
IE,CO,24,-1.000,160.431,185.106,187.121,194.222,136.067,142.026
IE,CR,12,147.218,158.293,171.947,171.947,175.003,160.316,160.316
IE,CZ,66,-1.000,32.118,40.601,43.351,84.259,32.533,33.049
IE,DE,512,-1.000,25.128,34.060,37.448,100.998,22.671,22.904
IE,DJ,8,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
IE,DK,32,-1.000,29.016,37.466,42.005,51.349,25.727,26.589
IE,DO,16,126.067,135.607,210.326,210.326,212.212,152.160,152.160
IE,EC,16,-1.000,174.920,190.970,190.970,195.908,155.850,166.307
IE,EE,16,-1.000,49.723,97.903,97.903,104.828,51.597,55.103
IE,ES,56,-1.000,35.083,47.135,54.698,110.496,31.742,32.337
IE,FI,58,39.368,47.984,56.493,58.085,61.317,48.204,48.204
IE,FM,4,257.567,261.973,266.406,266.406,266.406,261.006,261.006
IE,FR,200,-1.000,20.573,29.920,33.564,52.255,18.766,18.966
IE,GB,172,-1.000,12.110,22.628,31.671,117.349,12.800,12.962
IE,GE,12,-1.000,-1.000,90.542,90.542,91.049,28.549,87.647
IE,GH,4,-1.000,110.719,111.203,111.203,111.203,54.981,73.641
IE,GR,28,-1.000,57.627,64.948,68.047,70.767,43.104,44.737
IE,GT,8,131.561,137.480,147.115,164.741,164.741,141.472,141.472
IE,HK,12,-1.000,188.809,194.629,194.629,259.467,131.795,143.867
IE,HN,4,145.426,146.154,146.256,146.256,146.256,145.933,145.933
IE,HR,4,40.623,40.870,41.663,41.663,41.663,40.953,40.953
IE,HU,16,-1.000,34.004,47.913,47.913,49.562,19.342,20.698
IE,ID,62,-1.000,178.689,200.959,248.198,264.240,118.310,120.266
IE,IE,8,0.456,5.406,5.452,5.606,5.606,2.998,2.998
IE,IL,8,-1.000,66.723,73.371,80.723,80.723,36.162,41.471
IE,IM,4,25.047,29.930,36.078,36.078,36.078,29.129,29.129
IE,IN,40,-1.000,222.920,274.131,305.465,333.633,175.438,179.962
IE,IQ,4,83.084,89.495,94.687,94.687,94.687,88.609,88.609
IE,IR,38,-1.000,-1.000,104.246,108.411,113.534,31.810,112.344
IE,IS,4,28.437,41.144,43.059,43.059,43.059,37.977,37.977
IE,IT,106,-1.000,37.106,46.968,52.707,59.881,34.894,35.236
IE,JP,80,-1.000,241.703,266.988,278.681,360.711,193.140,195.597
IE,KE,12,140.538,148.414,198.180,198.180,222.070,160.319,160.319
IE,KG,4,104.443,118.071,125.095,125.095,125.095,114.185,114.185
IE,KH,4,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
IE,KR,16,-1.000,258.640,294.257,294.257,296.534,217.692,232.271
IE,KZ,88,-1.000,107.705,122.350,127.958,136.563,101.371,102.548
IE,LB,4,79.117,137.012,141.574,141.574,141.574,112.985,112.985
IE,LK,10,178.597,197.699,233.452,234.663,234.663,204.057,204.057
IE,LT,14,39.218,48.006,54.027,54.027,56.299,47.853,47.853
IE,LU,40,-1.000,25.027,28.561,29.418,31.198,23.649,24.281
IE,LV,4,41.334,45.175,45.196,45.196,45.196,43.283,43.283
IE,MD,8,-1.000,53.752,59.342,59.684,59.684,28.047,32.197
IE,MK,8,-1.000,51.746,57.161,59.931,59.931,39.585,45.383
IE,MN,4,200.275,290.173,336.548,336.548,336.548,260.532,260.532
IE,MU,8,-1.000,214.325,237.463,240.537,240.537,193.328,221.089
IE,MV,4,176.678,209.454,212.426,212.426,212.426,193.882,193.882
IE,MX,26,-1.000,132.760,166.079,179.086,179.998,111.367,115.862
IE,MY,16,-1.000,176.803,256.526,256.526,259.010,167.880,179.139
IE,MZ,4,164.545,175.997,176.502,176.502,176.502,173.181,173.181
IE,NC,4,278.946,320.796,321.628,321.628,321.628,305.278,305.278
IE,NG,10,-1.000,113.829,154.377,229.444,229.444,109.504,121.782
IE,NL,248,-1.000,18.473,22.783,24.804,57.979,17.836,17.989
IE,NO,32,-1.000,35.815,46.827,47.415,50.880,30.913,31.942
IE,NP,12,-1.000,249.573,282.264,282.264,327.374,172.648,188.434
IE,NZ,26,-1.000,271.224,287.758,304.734,314.103,233.178,242.545
IE,PA,4,158.681,225.443,230.915,230.915,230.915,195.541,195.541
IE,PE,12,-1.000,172.059,190.883,190.883,194.755,148.455,162.042
IE,PG,2,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
IE,PH,32,-1.000,222.455,256.726,278.798,296.174,195.588,201.930
IE,PK,8,-1.000,149.128,204.106,214.827,214.827,89.212,102.099
IE,PL,58,-1.000,38.782,47.077,47.236,50.231,30.779,31.337
IE,PT,24,-1.000,41.250,50.681,51.690,55.875,26.312,27.499
IE,PW,4,255.817,275.014,275.437,275.437,275.437,269.581,269.581
IE,PY,4,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
IE,RO,38,-1.000,49.962,58.531,64.631,71.343,37.007,38.034
IE,RS,16,-1.000,42.655,49.037,49.037,51.985,25.470,27.235
IE,RU,84,-1.000,57.167,112.747,151.786,214.617,55.703,56.386
IE,SA,10,84.713,92.370,122.475,124.920,124.920,98.480,98.480
IE,SE,68,-1.000,37.453,47.506,48.075,58.817,37.422,37.995
IE,SG,102,-1.000,170.148,245.129,251.891,313.757,163.741,165.372
IE,SI,16,-1.000,39.518,43.787,43.787,46.315,30.825,32.947
IE,SK,8,33.448,38.574,43.648,50.054,50.054,39.737,39.737
IE,SL,2,106.827,106.827,121.246,121.246,121.246,114.037,114.037
IE,SV,10,139.794,143.769,154.989,156.426,156.426,146.013,146.013
IE,SX,4,131.115,145.855,211.779,211.779,211.779,158.471,158.471
